year,month,day,hour,doy,wind_u
2019,6,28,9,179,2.036634722695961
2019,6,28,10,179,2.0418057350405316
2019,6,28,11,179,2.055036949377409
2019,6,28,12,179,2.077743011846011
2019,6,28,13,179,2.05151979113596
2019,6,28,14,179,2.0946741286262744
2019,6,28,15,179,2.138598357138526
2019,6,28,16,179,2.1739812971477344
2019,6,28,17,179,2.2050130938937134
2019,6,28,18,179,2.190195553060693
2019,6,28,19,179,2.165731483739222
2019,6,28,20,179,2.1445438386478797
2019,6,28,21,179,2.140665007121596
2019,6,28,22,179,2.178005866221283
2019,6,28,23,179,2.230441625308078
2019,6,29,0,180,2.2570040101006374
2019,6,29,1,180,2.2292623720133253
2019,6,29,2,180,2.2207157423436295
2019,6,29,3,180,2.2394430171671442
2019,6,29,4,180,2.2580035712886835
2019,6,29,5,180,2.2513759464952736
2019,6,29,6,180,2.232804710040427
2019,6,29,7,180,2.21799747002881
2019,6,29,8,180,2.2233161274801647
2019,6,29,9,180,2.230196313153912
2019,6,29,10,180,2.2464697034119645
2019,6,29,11,180,2.2600229137956784
2019,6,29,12,180,2.258080255181354
2019,6,29,13,180,2.2476432340281587
2019,6,29,14,180,2.237074591268141
2019,6,29,15,180,2.2162966899615166
2019,6,29,16,180,2.187499789948199
2019,6,29,17,180,2.1611010737623846
2019,6,29,18,180,2.0836827706768077
2019,6,29,19,180,2.0211285528765197
2019,6,29,20,180,1.9677439736848887
2019,6,29,21,180,1.9534666537076975
2019,6,29,22,180,1.9582004534104736
2019,6,29,23,180,1.9760842054146104
2019,6,30,0,181,2.0099147734871177
2019,6,30,1,181,2.0453488360914402
2019,6,30,2,181,2.058032199334412
2019,6,30,3,181,2.0631055446316005
2019,6,30,4,181,2.0623070402168757
2019,6,30,5,181,2.0550220704131594
2019,6,30,6,181,2.0773855351921187
2019,6,30,7,181,2.117502274904104
2019,6,30,8,181,2.129329143922967
2019,6,30,9,181,2.139267910529755
2019,6,30,10,181,2.1315487801794752
2019,6,30,11,181,2.156416870607107
2019,6,30,12,181,2.1938611194327327
2019,6,30,13,181,2.191797521544893
2019,6,30,14,181,2.2423501378743618
2019,6,30,15,181,2.3218087666216443
2019,6,30,16,181,2.3345917044715168
2019,6,30,17,181,2.279220211284717
2019,6,30,18,181,2.229930017845036
2019,6,30,19,181,2.225942073914256
2019,6,30,20,181,2.2275268743627836
2019,6,30,21,181,2.237009734244489
2019,6,30,22,181,2.268816000155251
2019,6,30,23,181,2.282691206585801
2019,7,1,0,182,2.318742173938624
2019,7,1,1,182,2.4019544983077323
2019,7,1,2,182,2.3724266214866687
2019,7,1,3,182,2.358380116211297
2019,7,1,4,182,2.36542397049179
2019,7,1,5,182,2.373083966496975
2019,7,1,6,182,2.3738466087927397
2019,7,1,7,182,2.391114600584088
2019,7,1,8,182,2.3465681261566833
2019,7,1,9,182,2.286909965218401
2019,7,1,10,182,2.215094164440631
2019,7,1,11,182,2.19214050074644
2019,7,1,12,182,2.304386262509243
2019,7,1,13,182,2.3887831813397566
2019,7,1,14,182,2.3222570431086496
2019,7,1,15,182,2.3244614188890043
2019,7,1,16,182,2.32250884096518
2019,7,1,17,182,2.302930413084211
2019,7,1,18,182,2.264511782856193
2019,7,1,19,182,2.272005439671306
2019,7,1,20,182,2.303276444380989
2019,7,1,21,182,2.2970425398723364
2019,7,1,22,182,2.301644336456386
2019,7,1,23,182,2.297514851609283
